CUM;ATC INVIMA;DESCRIPCIÓN ATC;FORMA FARMACÉUTICA;PRODUCTO;CANTIDAD PRINCIPIO ACTIVO;CANTIDAD PRINCIPIO ACTIVO SEGUNDARIO;UNIDAD BASE;VOLUMEN;UNIDAD VOLUMEN;PESO;UNIDAD PESO;CONCENTRACIÓN;UNIDAD CONCENTRACIÓN;CANTIDAD PRINCIPIO ACTIVO POR PRESENTACIÓN COMERCIAL;TITULAR;ESTADO CUM - Marzo 2014;UNIDADES POR PRESENTACIÓN COMERCIAL;UNIDAD DE DISPENSACIÓN DE LA PRESENTACION COMERCIAL;PRESENTACIÓN COMERCIAL;ID MERCADO RELEVANTE;MERCADO RELEVANTE;CIRCULAR - CNPMDM;FECHA DE ENTRADA EN VIGENCIA;MARGEN DE IPS -CIRCULAR 01 2014;ALEMANIA;ARGENTINA;AUSTRALIA;BRASIL;CANADA;CHILE;COLOMBIA;ECUADOR;EE.UU.;ESPAÑA;FRANCIA;MEXICO;NORUEGA;PANAMA;PERU;PORTUGAL;REINO UNIDO;URUGUAY
20043696-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;6000;PROCAPS;VIGENTE;15;TABLETAS;15 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;8808.59;;;152891.76;236997.32;139510.35;;125837.02;428953.38;802363.76;162945.28;131291.13;;109474.66;;257607.58;104390.78;246133.96;41715.57
20043696-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;2800;PROCAPS;VIGENTE;7;TABLETAS;7 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;4110.68;;;71349.49;110598.75;65104.83;;58723.94;200178.25;374436.42;76041.13;61269.2;;51088.18;;120216.87;48715.7;114862.51;19467.26
20043696-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;8400;PROCAPS;VIGENTE;21;TABLETAS;21 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;12332.03;;;214048.46;331796.25;195314.49;;176171.82;600534.74;1123309.27;228123.39;183807.59;;153264.53;;360650.61;146147.1;344587.54;58401.79
20043696-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;11200;PROCAPS;VIGENTE;28;TABLETAS;28 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;16442.7;;;285397.95;442395,00;260419.31;;234895.76;800712.98;1497745.69;304164.52;245076.78;;204352.7;;480867.48;194862.8;459450.06;77869.06
20043696-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;4000;PROCAPS;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;5872.39;;;101927.84;157998.21;93006.9;;83891.34;285968.92;534909.18;108630.19;87527.42;;72983.11;;171738.38;69593.86;164089.31;27810.38
20043696-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;400;;mg;;;;;;;8000;PROCAPS;VIGENTE;20;TABLETAS;20 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;11744.79;;;203855.68;315996.43;186013.8;;167782.69;571937.84;1069818.35;217260.37;175054.84;;145966.22;;343476.77;139187.71;328178.61;55620.75
20043700-1;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;100;PROCAPS;VIGENTE;2;TABLETAS;2 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;146.81;;;2548.2;3949.96;2325.17;;2097.28;7149.22;13372.73;2715.75;2188.19;;1824.58;;4293.46;1739.85;4102.23;695.26
20043700-10;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;1500;PROCAPS;VIGENTE;30;TABLETAS;30 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2202.15;;;38222.94;59249.33;34877.59;;31459.25;107238.35;200590.94;40736.32;32822.78;;27368.67;;64401.89;26097.7;61533.49;10428.89
20043700-11;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;3000;PROCAPS;VIGENTE;60;TABLETAS;60 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;4404.3;;;76445.88;118498.66;69755.17;;62918.51;214476.69;401181.88;81472.64;65645.57;;54737.33;;128803.79;52195.39;123066.98;20857.78
20043700-2;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;200;PROCAPS;VIGENTE;4;TABLETAS;4 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;293.62;;;5096.39;7899.91;4650.34;;4194.57;14298.45;26745.46;5431.51;4376.37;;3649.16;;8586.92;3479.69;8204.47;1390.52
20043700-3;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;250;PROCAPS;VIGENTE;5;TABLETAS;5 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;367.02;;;6370.49;9874.89;5812.93;;5243.21;17873.06;33431.82;6789.39;5470.46;;4561.44;;10733.65;4349.62;10255.58;1738.15
20043700-4;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;750;PROCAPS;VIGENTE;15;TABLETAS;15 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;1101.07;;;19111.47;29624.66;17438.79;;15729.63;53619.17;100295.47;20368.16;16411.39;;13684.33;;32200.95;13048.85;30766.74;5214.45
20043700-5;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;350;PROCAPS;VIGENTE;7;TABLETAS;7 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;513.83;;;8918.69;13824.84;8138.1;;7340.49;25022.28;46804.55;9505.14;7658.65;;6386.02;;15027.11;6089.46;14357.81;2433.41
20043700-6;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;1050;PROCAPS;VIGENTE;21;TABLETAS;21 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;1541.5;;;26756.06;41474.53;24414.31;;22021.48;75066.84;140413.66;28515.42;22975.95;;19158.07;;45081.33;18268.39;43073.44;7300.22
20043700-7;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;1400;PROCAPS;VIGENTE;28;TABLETAS;28 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;2055.34;;;35674.74;55299.37;32552.41;;29361.97;100089.12;187218.21;38020.57;30634.6;;25544.09;;60108.43;24357.85;57431.26;9733.63
20043700-8;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;500;PROCAPS;VIGENTE;10;TABLETAS;10 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;734.05;;;12740.98;19749.78;11625.86;;10486.42;35746.12;66863.65;13578.77;10940.93;;9122.89;;21467.3;8699.23;20511.16;3476.3
20043700-9;N05AH04;QUETIAPINA;TABLETA / CAPSULA DE LIBERACION PROLONGADA;KETIAN;50;;mg;;;;;;;1000;PROCAPS;VIGENTE;20;TABLETAS;20 TABLETAS;117;QUETIAPINA - Tableta de liberación prolongada;Circular 07 de 2013;14-ene-14;1468.1;;;25481.96;39499.55;23251.72;;20972.84;71492.23;133727.29;27157.55;21881.86;;18245.78;;42934.6;17398.46;41022.33;6952.59
19914262-2;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;1000;;UI;10;ml;;;100;UI/ml;1000;SANOFI AVENTIS;VIGENTE;1;VIAL;1 VIAL x 10 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;5850.92;;;99690.33;209080.96;110111.43;101378.74;83584.61;;279678.91;83592.97;83576.24;;78536.97;;81039.61;88990.91;94360.05;
19914262-4;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;1000;;UI;10;ml;;;100;UI/ml;1000;SANOFI AVENTIS;VIGENTE;1;VIAL;1 VIAL x 10 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;5850.92;;;99690.33;209080.96;110111.43;101378.74;83584.61;;279678.91;83592.97;83576.24;;78536.97;;81039.61;88990.91;94360.05;
19914262-5;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;1000;;UI;10;ml;;;100;UI/ml;2000;SANOFI AVENTIS;VIGENTE;2;VIALES;2 VIALES x 10 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;11701.84;;;199380.66;418161.92;220222.87;202757.47;167169.21;;559357.83;167185.94;167152.48;;157073.94;;162079.23;177981.82;188720.1;
19914262-6;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;1000;;UI;10;ml;;;100;UI/ml;5000;SANOFI AVENTIS;VIGENTE;5;VIALES;5 VIALES x 10 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;29254.61;;;498451.65;1045404.8;550557.17;506893.69;417923.03;;1398394.57;417964.86;417881.21;;392684.85;;405198.07;444954.56;471800.24;
19914262-7;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;1000;;UI;10;ml;;;100;UI/ml;10000;SANOFI AVENTIS;VIGENTE;10;VIALES;10 VIALES x 10 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;58509.22;;;996903.29;2090809.61;1101114.34;1013787.37;835846.07;;2796789.13;835929.72;835762.42;;785369.69;;810396.14;889909.12;943600.48;
19914312-10;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1755.28;;;29907.1;62724.29;33033.43;30413.62;25075.38;;83903.67;25077.89;25072.87;;23561.09;;24311.88;26697.27;28308.01;
19914312-11;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;8776.38;;;149535.49;313621.44;165167.15;152068.11;125376.91;;419518.37;125389.46;125364.36;;117805.45;;121559.42;133486.37;141540.07;
19914312-12;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1755.28;;;29907.1;62724.29;33033.43;30413.62;25075.38;;83903.67;25077.89;25072.87;;23561.09;;24311.88;26697.27;28308.01;
19914312-13;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;900;SANOFI AVENTIS;VIGENTE;3;CARTUCHOS;3 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;5265.83;;;89721.3;188172.86;99100.29;91240.86;75226.15;;251711.02;75233.67;75218.62;;70683.27;;72935.65;80091.82;84924.04;
19914312-14;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1200;SANOFI AVENTIS;VIGENTE;4;CARTUCHOS;4 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;7021.11;;;119628.4;250897.15;132133.72;121654.48;100301.53;;335614.7;100311.57;100291.49;;94244.36;;97247.54;106789.09;113232.06;
19914312-15;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;8776.38;;;149535.49;313621.44;165167.15;152068.11;125376.91;;419518.37;125389.46;125364.36;;117805.45;;121559.42;133486.37;141540.07;
19914312-16;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1800;SANOFI AVENTIS;VIGENTE;6;CARTUCHOS;6 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;10531.66;;;179442.59;376345.73;198200.58;182481.73;150452.29;;503422.04;150467.35;150437.24;;141366.54;;145871.3;160183.64;169848.09;
19914312-17;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;2400;SANOFI AVENTIS;VIGENTE;8;CARTUCHOS;8 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;14042.21;;;239256.79;501794.31;264267.44;243308.97;200603.06;;671229.39;200623.13;200582.98;;188488.73;;194495.07;213578.19;226464.12;
19914312-18;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;2700;SANOFI AVENTIS;VIGENTE;9;CARTUCHOS;9 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;15797.49;;;269163.89;564518.59;297300.87;273722.59;225678.44;;755133.07;225701.02;225655.85;;212049.82;;218806.96;240275.46;254772.13;
19914312-19;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;3000;SANOFI AVENTIS;VIGENTE;10;CARTUCHOS;10 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;17552.77;;;299070.99;627242.88;330334.3;304136.21;250753.82;;839036.74;250778.91;250728.73;;235610.91;;243118.84;266972.74;283080.14;
19914312-2;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1755.28;;;29907.1;62724.29;33033.43;30413.62;25075.38;;83903.67;25077.89;25072.87;;23561.09;;24311.88;26697.27;28308.01;
19914312-20;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1755.28;;;29907.1;62724.29;33033.43;30413.62;25075.38;;83903.67;25077.89;25072.87;;23561.09;;24311.88;26697.27;28308.01;
19914312-21;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;8776.38;;;149535.49;313621.44;165167.15;152068.11;125376.91;;419518.37;125389.46;125364.36;;117805.45;;121559.42;133486.37;141540.07;
19914312-3;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;8776.38;;;149535.49;313621.44;165167.15;152068.11;125376.91;;419518.37;125389.46;125364.36;;117805.45;;121559.42;133486.37;141540.07;
19914312-4;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1755.28;;;29907.1;62724.29;33033.43;30413.62;25075.38;;83903.67;25077.89;25072.87;;23561.09;;24311.88;26697.27;28308.01;
19914312-5;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;8776.38;;;149535.49;313621.44;165167.15;152068.11;125376.91;;419518.37;125389.46;125364.36;;117805.45;;121559.42;133486.37;141540.07;
19914312-6;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;300;SANOFI AVENTIS;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;1755.28;;;29907.1;62724.29;33033.43;30413.62;25075.38;;83903.67;25077.89;25072.87;;23561.09;;24311.88;26697.27;28308.01;
19914312-7;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1500;SANOFI AVENTIS;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;8776.38;;;149535.49;313621.44;165167.15;152068.11;125376.91;;419518.37;125389.46;125364.36;;117805.45;;121559.42;133486.37;141540.07;
19914312-8;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;3000;SANOFI AVENTIS;VIGENTE;10;CARTUCHOS;10 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;17552.77;;;299070.99;627242.88;330334.3;304136.21;250753.82;;839036.74;250778.91;250728.73;;235610.91;;243118.84;266972.74;283080.14;
19914312-9;A10AE04;INSULINA GLARGINA;SOLUCION / SUSPENSION INYECTABLE;LANTUS;300;;UI;3;ml;;;100;UI/ml;1200;SANOFI AVENTIS;VIGENTE;4;CARTUCHOS;4 CARTUCHOS x 3 ml;96;INSULINA GLARGINA - Solución Inyectable;Circular 07 de 2013;14-ene-14;7021.11;;;119628.4;250897.15;132133.72;121654.48;100301.53;;335614.7;100311.57;100291.49;;94244.36;;97247.54;106789.09;113232.06;
19972118-1;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;42.6;NOVO NORDISK;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;1847.43;;;29907.1;50553.4;36875.88;31275.95;26391.79;;85065.08;26132.55;25556.3;;24327.99;;;27265.21;27169.48;
19972118-2;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;213;NOVO NORDISK;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;9237.13;;;149535.49;252767.01;184379.38;156379.74;131958.93;;425325.38;130662.77;127781.5;;121639.93;;;136326.07;135847.42;
19972118-3;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;426;NOVO NORDISK;VIGENTE;10;CARTUCHOS;10 CARTUCHOS x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;18474.25;;;299070.99;505534.02;368758.76;312759.48;263917.87;;850650.76;261325.55;255562.99;;243279.86;;;272652.15;271694.84;
19972118-4;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;42.6;NOVO NORDISK;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;1847.43;;;29907.1;50553.4;36875.88;31275.95;26391.79;;85065.08;26132.55;25556.3;;24327.99;;;27265.21;27169.48;
19972118-5;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;213;NOVO NORDISK;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;9237.13;;;149535.49;252767.01;184379.38;156379.74;131958.93;;425325.38;130662.77;127781.5;;121639.93;;;136326.07;135847.42;
19972118-6;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;426;NOVO NORDISK;VIGENTE;10;CARTUCHOS;10 CARTUCHOS x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;18474.25;;;299070.99;505534.02;368758.76;312759.48;263917.87;;850650.76;261325.55;255562.99;;243279.86;;;272652.15;271694.84;
19972118-7;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;42.6;NOVO NORDISK;VIGENTE;1;CARTUCHO;1 CARTUCHO x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;1847.43;;;29907.1;50553.4;36875.88;31275.95;26391.79;;85065.08;26132.55;25556.3;;24327.99;;;27265.21;27169.48;
19972118-8;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;213;NOVO NORDISK;VIGENTE;5;CARTUCHOS;5 CARTUCHOS x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;9237.13;;;149535.49;252767.01;184379.38;156379.74;131958.93;;425325.38;130662.77;127781.5;;121639.93;;;136326.07;135847.42;
19972118-9;A10AE05;INSULIN DETEMIR;SOLUCION / SUSPENSION INYECTABLE;LEVEMIR;42.6;;mg;3;ml;;;14.2;mg/ml;426;NOVO NORDISK;VIGENTE;10;CARTUCHOS;10 CARTUCHOS x 3 ml;95;INSULINA DETEMIR - Solución Inyectable;Circular 07 de 2013;14-ene-14;18474.25;;;299070.99;505534.02;368758.76;312759.48;263917.87;;850650.76;261325.55;255562.99;;243279.86;;;272652.15;271694.84;
35388-1;V08CA01;GADOPENTETICO ACIDO;SOLUCION / SUSPENSION INYECTABLE;MAGNEVIST;46900;;mg;100;ml;;;469;mg/ml;46900;BAYER;VIGENTE;1;FRASCO;1 FRASCO x 100 ml;88;GADOLINIO - Solución Inyectable;Circular 07 de 2013;14-ene-14;24955.93;;;;600733.14;;;356513.33;;342392.97;239397.22;829703.03;;882843.46;;361221.06;;;461353.31
35388-2;V08CA01;GADOPENTETICO ACIDO;SOLUCION / SUSPENSION INYECTABLE;MAGNEVIST;4690;;mg;10;ml;;;469;mg/ml;4690;BAYER;VIGENTE;1;VIAL;1 VIAL x 10 ml;88;GADOLINIO - Solución Inyectable;Circular 07 de 2013;14-ene-14;2495.59;;;;60073.31;;;35651.33;;34239.3;23939.72;82970.3;;88284.35;;36122.11;;;46135.33
35388-3;V08CA01;GADOPENTETICO ACIDO;SOLUCION / SUSPENSION INYECTABLE;MAGNEVIST;7035;;mg;15;ml;;;469;mg/ml;7035;BAYER;VIGENTE;1;VIAL;1 VIAL x 15 ml;88;GADOLINIO - Solución Inyectable;Circular 07 de 2013;14-ene-14;3743.39;;;;90109.97;;;53477,00;;51358.95;35909.58;124455.46;;132426.52;;54183.16;;;69203,00
35388-4;V08CA01;GADOPENTETICO ACIDO;SOLUCION / SUSPENSION INYECTABLE;MAGNEVIST;14070;;mg;30;ml;;;469;mg/ml;14070;BAYER;VIGENTE;1;VIAL;1 VIAL x 30 ml;88;GADOLINIO - Solución Inyectable;Circular 07 de 2013;14-ene-14;7486.78;;;;180219.94;;;106954,00;;102717.89;71819.17;248910.91;;264853.04;;108366.32;;;138405.99
35388-5;V08CA01;GADOPENTETICO ACIDO;SOLUCION / SUSPENSION INYECTABLE;MAGNEVIST;46900;;mg;100;ml;;;469;mg/ml;46900;BAYER;VIGENTE;1;VIAL;1 VIAL x 100 ml;88;GADOLINIO - Solución Inyectable;Circular 07 de 2013;14-ene-14;24955.98;;;;600733.14;;;356514,00;;342392.97;239397.22;829703.03;;882843.46;;361221.06;;;461353.31
20010367-1;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;1000;PROCAPS;VIGENTE;1;VIAL;1 VIAL;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;3414.48;;;;130432.42;;66353.27;48778.22;;26995.91;36678.51;71488.11;56390.48;48778.22;;173216.27;;66710.79;
20010367-10;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;25000;PROCAPS;VIGENTE;25;VIALES;25 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;42680.94;;;;3260810.5;;1658831.67;1219455.41;;674897.8;916962.71;1787202.82;1409761.89;1219455.41;;4330406.63;;1667769.65;
20010367-11;J01DH02;MEROPENEM;POLVO RECONSTITUIR A SOLUCION / SUSPENSION INYECTABLE;MEROBAC;1000;;mg;30;ml;;;33.3333333333333;mg/ml;50000;PROCAPS;VIGENTE;50;VIALES;50 VIALES;109;MEROPENEM - Polvo liofilizado p/reconstituir a Sol.Inyectable;Circular 07 de 2013;14-ene-14;85361.88;;;;6521621.01;;3317663.34;2438910.82;;1349795.6;1833925.42;3574405.64;2819523.77;2438910.82;;8660813.26;;3335539.3;
